time,open,high,low,close,volume
2026-03-28T15:05:05Z,12358928.368250335,12358928.368250335,662005647.0873594,662005647.0873594,0
2026-03-28T15:11:19Z,12358906.40381287,12358906.40381287,661476576.7325281,661476576.7325281,0
