time,open,high,low,close,volume
2026-03-28T15:05:06Z,214504672.19314605,214504672.19314605,28845513371.293137,28845513371.293137,0
2026-03-28T15:11:21Z,214504672.19314605,214504672.19314605,28845513371.293137,28845513371.293137,0
2026-03-28T15:15:52Z,214504672.19314605,214504672.19314605,28845513371.293137,28845513371.293137,0
2026-03-28T15:16:22Z,214504672.19314605,214504672.19314605,28845513371.293137,28845513371.293137,0
2026-03-28T15:28:41Z,214503603.77344602,214503603.77344602,28838031941.926235,28838031941.926235,0
