time,open,high,low,close,volume
2026-03-28T15:05:06Z,9946451.028048072,9946451.028048072,343185812.0702937,343185812.0702937,0
2026-03-28T15:11:20Z,9946451.028048072,9946451.028048072,343185812.0702937,343185812.0702937,0
