time,open,high,low,close,volume
2026-03-28T15:05:06Z,11412604.655305168,11412604.655305168,54017144.64792313,54017144.64792313,0
2026-03-28T15:11:20Z,11412604.655305168,11412604.655305168,54017144.64792313,54017144.64792313,0
2026-03-28T15:15:51Z,11412604.655305168,11412604.655305168,54017144.64792313,54017144.64792313,0
2026-03-28T15:16:22Z,11412604.655305168,11412604.655305168,54017144.64792313,54017144.64792313,0
2026-03-28T15:28:40Z,11412618.433840299,11412618.433840299,53993272.17448052,53993272.17448052,0
2026-03-28T15:31:25Z,11412618.433840299,11412618.433840299,53993272.17448052,53993272.17448052,0
